"","size","pct_hunt","prev_ratio","fadeout"
"294",350,1,0.620792668833333,0.0133333333333333
"295",375,0,0,0.01
"296",375,0.05,0.0481452911111111,0.0133333333333333
"297",375,0.1,0.101974936666667,0.00666666666666667
"298",375,0.15,0.132841798111111,0.01
"299",375,0.2,0.194986878055556,0.0133333333333333
"300",375,0.25,0.215403694555556,0.0133333333333333
"301",375,0.3,0.258887353888889,0.0133333333333333
"302",375,0.35,0.2850222525,0.01
"303",375,0.4,0.319078725944444,0.0133333333333333
"304",375,0.45,0.351558524166667,0.00666666666666667
"305",375,0.5,0.382469224944444,0.00333333333333333
"306",375,0.55,0.428233301111111,0.0133333333333333
"307",375,0.6,0.445768209611111,0.00333333333333333
"308",375,0.65,0.475876020222222,0.01
"309",375,0.7,0.491608084166667,0.00666666666666667
"310",375,0.75,0.511125238111111,0.00666666666666667
"311",375,0.8,0.546078308333333,NA
"312",375,0.85,0.553072360888889,0.0166666666666667
"313",375,0.9,0.591141830833333,0.0133333333333333
"314",375,0.95,0.602003103555556,0.00666666666666667
"315",375,1,0.619913009444444,0.0133333333333333
"316",400,0,0,0.0133333333333333
"317",400,0.05,0.0469649177777778,0.0166666666666667
"318",400,0.1,0.0890890238888889,0.0233333333333333
"319",400,0.15,0.130207720944444,0.0166666666666667
"320",400,0.2,0.171936688388889,0.0166666666666667
"321",400,0.25,0.209937663222222,0.0233333333333333
"322",400,0.3,0.254911768555556,0.00666666666666667
"323",400,0.35,0.302685371833333,0.02
"324",400,0.4,0.325414563944444,0.0133333333333333
"325",400,0.45,0.359230288944444,0.01
"326",400,0.5,0.3902543525,0.01
"327",400,0.55,0.411855531555556,0.01
"328",400,0.6,0.432735619222222,0.0166666666666667
"329",400,0.65,0.458552834722222,0.0233333333333333
"330",400,0.7,0.513632138333333,0.02
"331",400,0.75,0.516136978277778,0.02
"332",400,0.8,0.544572084944444,0.0166666666666667
"333",400,0.85,0.586499946444444,0.0133333333333333
"334",400,0.9,0.574615747444444,0.03
"335",400,0.95,0.599912494722222,0.0133333333333333
"336",400,1,0.619347054666667,0.01
"337",425,0,0,0.00666666666666667
"338",425,0.05,0.0479420594444444,0.01
"339",425,0.1,0.0948474185,0.0166666666666667
"340",425,0.15,0.135888084222222,0.0133333333333333
"341",425,0.2,0.176828027111111,0.00666666666666667
"342",425,0.25,0.210261021277778,0.00333333333333333
"343",425,0.3,0.253174792777778,0.0133333333333333
"344",425,0.35,0.290990874944444,0.0133333333333333
"345",425,0.4,0.317268972277778,0.0166666666666667
"346",425,0.45,0.354030153611111,0.0166666666666667
"347",425,0.5,0.380834467111111,0.01
"348",425,0.55,0.412041584222222,0.0133333333333333
"349",425,0.6,0.447815867777778,0.00666666666666667
"350",425,0.65,0.478380370111111,0.00666666666666667
"351",425,0.7,0.494470521777778,0.00666666666666667
